Late show up percentage,Project initiative percentage,Percentage of project delivery on time,Percentage of emails exchanged,Percentage of responsiveness,Percentage of professional email response,Percentage of sharing ideas,Percentage of helping colleagues,Percentage of entrepreneurial posts on LinkedIn,Percentage of Facebook comments,Quitting
0.49089853,0.398337382,0.310912108,0.269036535,0.451430188,0.759615372,0.611837001,0.663430173,0.345786741,0.767308624,0
0.274450523,0.720578777,0.524458671,0.486399261,0.462008309,0.572728182,0.532945075,0.539892975,0.919260962,0.235705238,1
0.280075579,0.715955761,0.588923255,0.568016064,0.585400929,0.637650501,0.573078284,0.372208397,0.566412681,0.86509883,0
0.271830524,0.426606925,0.514788282,0.443847502,0.23743147,0.735756067,0.431651452,0.615888719,0.469136363,0.844291686,0
0.415706418,0.403186832,0.659102465,0.091083172,0.457502688,0.577232273,0.490972345,0.781352201,0.270688184,0.291548125,0
0.372255223,0.562751439,0.171247088,0.393973837,0.400385443,0.479323035,0.551500203,0.443247611,0.807704477,0.506068109,1
0.465900723,0.819024629,0.511449206,0.495202108,0.288584418,0.235152333,0.209984781,0.719682351,0.265248629,0.368062693,0
0.588966332,0.349824798,0.842558997,0.39007703,0.342129464,0.560656144,0.540153327,0.209150331,0.756155375,0.617243353,0
0.517046515,0.446402051,0.375839718,0.313977121,0.355675153,0.196067197,0.346071616,0.366289329,0.753677617,0.583417921,1
0.350770742,0.723027899,0.555665008,0.332030854,0.575716266,0.703647818,0.521565014,0.429202299,0.309905593,0.812463294,0
0.271939282,0.73773865,0.583028413,0.255594756,0.296870013,0.560049769,0.732813912,0.502726267,0.487697011,0.537937846,0
0.335218225,0.456484117,0.433875898,0.39777038,0.641896571,0.33508303,0.234967654,0.941967667,0.43524829,0.452664525,0
0.47781262,0.371697193,0.327461801,0.292162946,0.329069315,0.300715599,0.250933317,0.46086648,0.653778653,0.675103113,1
0.499225125,0.713670052,0.280569028,0.251721375,0.440478058,0.47739195,0.41192659,0.247678108,0.616571974,0.557103433,1
0.263187246,0.443793362,0.473969129,1,0.63978882,0.796262631,0.591266773,0.489076439,0.314228332,0.637337013,0
0.352544351,0.614854297,0.3103283,0.487287551,0.564274273,0.570578889,0.647561286,0.79649893,0.099178572,0.604016465,0
0.381655717,0.19970981,0.153042934,0.528831895,0.286216877,0.354529327,0.394325677,0.261739182,0.484066254,0.665852601,1
0.487076629,0.452530341,0.086971511,0.313233908,0.596009163,0.458297257,0.159539065,0.522009331,0.510585516,0.409048002,1
0.662722572,0.691017283,0.336700907,0.359013928,0.549125244,0.753774748,0.912794537,0.618246524,0.288752646,0.389817955,0
0.042649594,0.505155215,0.431245551,0.428976972,0.380627341,0.536757494,0.622482785,0.488267488,0.109888519,0.39840137,0
0.594648539,0.465533474,0.578655569,0.505209918,0.094116273,0.176761516,0.296300035,0.441009847,0.789662223,0.287967098,1
0.332674031,0.503835554,0.469502546,0.353021439,0.581942429,0.44697852,0.000768016,0.569618353,0.357412548,0.618413394,0
0.398317985,0.531170011,0.309528383,0.366179631,0.767556564,0.535263211,0.557825139,0.504708628,0.755194675,0.704353413,1
0.322519615,0.523624605,0.636726895,0.564171163,0.70298572,0.56010358,0.601624597,0.419602914,0.333711831,0.966015254,0
0.756979463,0.571029901,0.302729142,0.552036601,0.752175483,0.275448626,0.649011531,0.430011493,0.821918086,0.438820306,1
0.506899136,0.483616938,0.182537365,0.275146853,0.611596543,0.271940269,0.486404659,0.197952866,0.601475711,0.429760381,1
0.317152013,0.332206502,0.170911157,0.608425375,0.288146979,0.229242154,0.425723845,0.357199438,0.656483379,0.571068432,1
0.55092836,0.669121152,0.238119832,0.606878213,0.570093284,0.270233679,0.60949937,0.58047965,0.185457753,0.751182242,0
0.478487568,0.722580475,0.810859726,0.357190176,0.840307183,0.611177352,0.457971251,0.516979767,0.32243943,0.664961724,0
0.911275517,0.105281429,0.51050843,0.368070147,0.688925048,0.430858564,0.441622239,0.319412907,0.446132641,0.66014377,1
0.36902196,0.281119912,0.280807014,0.445539617,0.290745741,0.216556642,0.474890769,0.434100394,0.624972289,0.732807503,1
0.953936824,0.37410921,0.474883189,0.409092469,0.634805383,0.398576676,0.21422339,0.42617909,0.745366686,0.325428517,1
0.461164662,0.200588986,0.431568476,0.530033874,0.292023287,0.137404122,0.72410771,0.198781912,0.45864508,0.657847702,1
0.689086992,0.110331495,0.490822059,0.421289948,0.631989982,0.252631306,0.60384493,0.610040569,0.659492559,0.73804276,1
0.783640012,0.043422032,0.33075043,0.449211329,0.566847029,0.2251304,0.526831895,0.39749561,0.636676914,0.582043736,1
0.622480356,0.474845608,0.683683539,0.195887807,0.627773379,0.621387424,0.830480702,0.537282629,0.285085313,0.63213691,0
0.807970432,0.202498362,0.067619558,0.394803933,0.392561144,0.641100507,0.457439624,0.415144554,0.4976169,0.434974309,1
0.158705935,0.556944524,0.347436157,0.615907055,0.566252012,0.372793379,0.738763037,0.302378557,0.428650618,0.724027874,1
0.392808048,0.701362211,0.35578408,0.374252694,0.648898797,0.371406058,0.591883297,0.727770449,0.406093317,0.744268693,0
0.466866694,0.635986379,0.406401363,0.160301684,0.487902904,0.455306561,0.650597192,0.764249094,0.357415565,0.53566829,0
0.605407274,0.536896891,0.168679741,0.364026906,0.524342355,0.28087433,0.645496859,0.386785657,0.587380199,0.680842084,1
0.004731955,0.449200677,0.658209684,0.588526773,0.728620913,0.507495636,0.377183348,0.463663002,0.237081414,0.540500874,0
0.814973177,0.584164653,0.397011769,0.18578607,0.590761675,0.796124996,0.421490836,0.353796112,0.52312087,0.449910364,0
0.438711798,0.754883878,0.507740747,0.575341599,0.614832394,0.80507027,0,0.568259043,0.28320523,0.304947066,0
0.453364257,0.770977514,0.462122931,0.208587958,0.297820515,0.495701753,0.3530952,0.645368816,0.356879751,0.56032491,0
0.618448308,0.175586088,0.467001004,0.122881729,0.631312655,0.46787432,0.613455168,0.509321899,0.735681612,0.299616559,1
0.375247069,0.936159883,0.460568011,0.566619039,0.6788432,0.602586071,0.663164714,0.787289891,0.510445714,0.19799577,0
0.587956863,0.6503789,0.370199521,0.258692549,0.786749572,0.772696774,0.410021365,0.651382193,0.595657983,0.536401761,1
0.542352642,0.610588585,0.362941104,0.302627388,0.377818506,0.292218535,0.598169982,0.420848693,0.73879858,0.657045498,1
0.557236992,0.514299087,0.415402603,0.287292859,0.163562243,0.528148378,0.368929439,0.487047144,0.488082075,0.80950751,0
0.720083965,0.18071827,0.255716729,0.333275662,0.524772112,0.17674196,0.56422451,0.322086067,0.591953234,0.521690044,1
0.594941855,0.574224607,0.061814199,0.463207694,0.584138208,0.638220846,0.616051132,0.410461729,0.7043452,0.521738503,1
0.523155314,0.306166824,0.388792527,0.436394633,0.188373088,0.48616244,0.758603799,0.339903677,0.733399749,0.69830789,1
0.276992843,0.288673562,0.105088822,0.385139911,0.306834661,0.474646918,0.5945405,0.460774719,0.675178031,0.332815335,1
0.508849725,0.894787455,0.435828183,0.297980555,0.758431759,0.708132999,0.318238732,0.474828007,0.524898706,0.353936486,0
0.534223892,0.6467947,0.641312356,0.511670988,0.723051194,0.144066679,0.355118203,0.560078413,0.327518701,0.78756941,0
0.453705121,0.796174319,0.614914618,0.27302397,0.16683099,0.342013488,0.674986671,0.611625855,0.368892267,0.331360758,0
0.688509447,0.444074262,0.904337719,0.325723993,0.654058405,0.273306901,0.514151074,0.398419785,0.30724826,0.658667847,0
0.523524244,0.599402024,0.519422175,0.247067711,0.481384568,0.644403586,0.636698867,0.613366878,0.180083354,0.767713357,0
0.45377653,0.331575515,0.680201231,0.566791582,0.887613746,0.304779575,0.579134155,0.686152461,0.43295121,0.827660012,0
0.139848931,0.515207083,0.315738657,0.43398629,0.643271751,0.298748394,0.536894577,0.517916993,0.608055423,0.639492633,0
0.5621723,0.309533236,0.286464388,0.217791651,0.228916115,0.393677604,0.514380406,0.186284178,0.491377591,0.530044131,1
0.245017267,0.575322828,0.542211398,0.487250577,0.500179293,0.450370528,0.737162811,0.282012778,0.597616845,0.808659631,0
0.532552841,0.709773732,0.207568179,0.427359335,0.786390992,0.308359379,0.714097672,0.466905907,0.672298484,0.373178136,1
0.770933776,0.559591331,0.6724798,0.404882454,0.711238505,0.068255139,0.524802999,0.210187384,0.51216418,0.396310261,0
0.288094226,0.633364642,0.446238726,0.271741331,0.592278381,0.46148023,0.565753733,0.493792694,0.222343069,0.752999455,0
0.526870646,0.840394791,0.510834952,0.515267667,0.599562151,0.913613092,0.400080518,0.564893103,0.618453489,0.609794382,0
0.444257535,0.683692163,0.585155434,0.623630197,0.598270384,0.407505581,0.689523962,0.822043494,0.35734414,0.806420468,0
0.339044024,0.404650788,0.4088412,0.349005,0.520647437,0.221485507,0.640856379,0.381518536,0.248112817,0.793758451,0
0.652626642,0.30639415,0.315952738,0.482693288,0.291262618,0.621962833,0.407715244,0.480436028,0.760355612,0.794442011,1
0.312511427,0.63615307,0.552358768,0.648715288,0.413184624,0.832454663,0.333495515,0.833388549,0.492513865,0.652051445,0
0.654872146,0.543892495,0.541223497,0.435123607,0.440286614,0.607106947,0.93514223,0.821227514,0.23724139,0.541695912,0
0.416798205,0.198652224,0.33009182,0.194489407,0.577546645,0.280994399,0.323186713,0.338896841,0.575702591,0.050733074,1
0.47140017,0.67585708,0.512857735,0.171664909,0.455759889,0.620987387,0.466049525,0.701930397,0.736022389,0.304655086,1
0.718558609,0.100466711,0.131719715,0.361915519,0.542542772,0.474948168,0.428690803,0.640091027,0.625260179,0.425170016,1
0.422825702,0.781699128,0.545723818,0.503576519,0.6451103,0.445371638,0.625950767,0.78941511,0.367261209,0.765372581,0
0.421901843,0.52738164,0.392300298,0.275386553,0.68515487,0.449487691,0.248214417,0.772816033,0.584028042,0.616075964,0
0.669086001,0.522120711,0.589098273,0.417710446,0.032349284,0.500107135,0.356356373,0.208378689,0.646749043,0.550468123,1
0.328975121,0.448811108,0.625487465,0.158227482,0.717763456,0.26584296,0.510316937,0.515714217,0.278294162,0.567679212,0
0.391774162,0.404955066,0.040711844,0.381587126,0.60349418,0.446557886,0.335128041,0.38500602,0.669797711,0.264499098,1
0.295324288,0.397318931,0.510259645,0.397759447,0.489104272,0.519723213,0.321832775,0.686138869,0.02284031,0.672904342,0
0.542080891,0.258123827,0.487633006,0.243473012,0.562673571,0.260257507,0.5120408,0.42226659,0.849227235,0.470593889,1
0.265884273,0.670604988,0.467544769,0.588340317,0.666751284,0.694405135,0.460694362,0.195509523,0.177232188,0.704440616,0
0.094448995,0.266690138,0.720123646,0.458670494,0.486409763,0.551813681,0.728399104,0.768542881,0.344941093,0.105994147,0
0.681804082,0.404511879,0.29849141,0.481566301,0,0.331427767,0.550689975,0.455617651,0.561068951,0.626254971,1
0.645862889,0.354746862,0.542439398,0.345564184,0.576014927,0.062299784,0.310017461,0.494234136,0.691324717,0.570787456,1
0.522993521,0.493741948,0.317765352,0.54239975,0.155709821,0.377262796,0.337548214,0.181575156,0.774237045,0.48301734,1
0.664825977,0.430030687,0.521537786,0.243616044,0.704189725,0.67599648,0.288424362,0.150570826,0.418656788,0.652357151,1
0.497241239,0.224382397,0.590175608,0.580035228,0.351921146,0.705980585,0.112729481,0.305918403,0.857437657,0.374849096,1
0.453584843,0.827836277,0.501324594,0.274796954,0.560725496,0.421519764,0.550932697,0.692053169,0.542468592,0.631209673,0
0.663693984,0.600964758,0.194520845,0.612637204,0.493479224,0.246081592,0.95170026,0.504897994,0.520517816,0.351976507,1
0.773708234,0.429561469,0.832013032,0.627511615,0.791577496,0.834371426,0.16174128,0.591597164,0.274092306,0.377147314,0
0.502410286,0.815183436,0.522943431,0.470711329,0.689148177,0.751264994,0.426161727,0.482829699,0.64551511,0.749227969,0
0.812678096,0.362223571,0.634247813,0.41707344,0.550302097,0.607968448,0.351846955,0.301451271,0.844166341,0.60438572,1
0.436393248,0.68928545,0.760138113,0.187230643,0.339754534,0.67679421,0.386989893,0.551130198,0.504753118,0.547867468,0
0.674780331,0.408493912,0.307143046,0.232183924,0.969432288,0.425301414,0.667070337,0.489355454,0.342200579,0.405107592,0
0.451250003,0.174875193,0.181360852,0.243479562,0.513902703,0.271961855,0.346272015,0.476576129,0.608328846,0.347466154,1
0.571198533,0.472094455,0.138447017,0.441812625,0.541377783,0.192524045,0.314049024,0.574212802,0.651189007,0.550738952,1
0.440544729,0.739865493,0.583478094,0.23603483,0.629231616,0.445224589,0.326671637,0.759566234,0.277841882,0.528569398,0
0.519736314,0.75928196,0.535706046,0.640474473,0.612830719,0.433330143,0.426810572,0.695399573,0.188756127,0.834377074,0
0.737238807,0.19009661,0.304342664,0.369054922,0.470369462,0.357158256,0.459444399,0.457437717,0.640679755,0.774876298,1
0.42323577,0.326065797,0.417771358,0.231707647,0.890332295,0.621206247,0.361972071,0.399737341,0.559934422,0.658133808,1
0.607000684,0.17667293,0.147329236,0.302200838,0.712007226,0.362525425,0.495053832,0.383915744,0.5211425,0.584670022,1
0.707034046,0.068495762,0.222262598,0.362462363,0.670162429,0.580945327,0.345914417,0.32983731,0.657516458,0.485818006,1
0.793391547,0.221094099,0.66790056,0.331343697,0.540402007,0.240179815,0.410457321,0.623371485,0.740418266,0.513407891,1
0.364814444,0.40858376,0.532974307,0.281481052,0.231561805,0.20479961,0.45507499,0.574799868,0.11258295,0.524517829,0
0.558435049,0.329125855,0.289587776,0.371501841,0.703623666,0.457773773,0.279195674,0.231991172,0.723973336,0.642673654,1
0.602981892,0.767519581,0.294658131,0.428333013,0.470085648,0.508783963,0.490336997,0.740707525,0.671638238,0.645306408,0
0.604518839,0.487067912,0.38139676,0.477282349,0.536721885,0.299522849,0.161649625,0.570046449,0.838923587,0.562591227,1
0.653611074,0.715265299,0.47398886,0.604248305,0.969087857,0.602996324,0.41810774,0.757134825,0.453979129,0.632113807,0
0.738562574,0.184441918,0.204848365,0.455341524,0.789154971,0.330214765,0.288287784,0.642020451,0.54167762,0.533313378,1
0.613102214,0.448084495,0.465117064,0.391361052,0.35281903,0.52341129,0.148442228,0.266546734,0.731559413,0.684008429,1
0.415562439,0.452256415,0.070296183,0.319435314,0.392724495,0.607922404,0.615514973,0.340416135,0.462378919,0.578284763,1
0.78862597,0.148594257,0.353234895,0.23722449,0.447313237,0.341170921,0.43312035,0.299983912,0.631071494,0.473729717,1
0.26090491,0.426144667,0.473954489,0.239734187,0.391075835,0.859451113,0.444717441,0.691772845,0.325075462,0.5436731,0
0.736821273,0.322540052,0.312917328,0.23159613,0.533936351,0.413496187,0.41381234,0.271652709,0.777347252,0.288465656,1
0.734850539,0.421184547,0.173081984,0.484140063,0.276009736,0.511845183,0.489070291,0.608845833,0.689809455,0.67793298,1
0.397409843,0.675051626,0.348747606,0.29107461,0.205332332,0.689531865,0.317242727,0.568728998,0.498724456,0.608227468,0
0.475370964,0.629169255,0.397360682,0.230366926,0.453294654,0.219831308,0.415558255,0.553340157,0.374211485,0.706630802,0
0.432708369,0.744166691,0.204963578,0.520294151,0.519847042,0.389471617,0.487204015,0.496753175,0.804979813,0.519743555,1
0.348197387,0.207423435,0.293697149,0.386146349,0.381722192,0.298907047,0.564176482,0.606679959,0.696601461,0.667995982,1
0.388731732,0.569480824,0.502065902,0.181125377,0.5791527,0.553435263,0.389859392,0.672483761,0.164821712,0.623784656,0
0.523172588,0.428325468,0.506400811,0.315924789,0.645786708,0.362985433,0.513986543,0.354445732,0.891369304,0.604438264,1
0.180228386,0.565589838,0.622612671,0.277048614,0.600259568,0.402442688,0.497131525,0.77118537,0.50615016,0.546059243,0
0.474380269,0.484387032,0.243516675,0.447173845,0.412222619,0.204255181,0.459620863,0.464839888,0.831779686,0.531907535,1
0.22485173,0.701511685,0.591895165,0.644039596,0.735844759,0.612714508,0.575684392,0.652226915,0.728368073,0.618489108,0
0.46083774,0.490832869,0.193249663,0.612126182,0.405087836,0.317808696,0.34236687,0.496453044,0.609508307,0.822783732,1
0.460760959,0.557453109,0.260059151,0.396035007,0.788675779,0.502670914,0.556454992,0.77569357,0.769647214,0.395572463,1
0.330177757,0.762340817,0.488099155,0.424664479,0.391084803,0.20429192,0.477048127,0.285771773,0.621720597,0.607951654,0
0.815842648,0.180829197,0.14722756,0.606337514,0.507342851,0.709416845,0.381767961,0.362032423,0.733803736,0.245069531,1
0.438429668,0.54301396,0.601235945,0.104465937,0.379134365,0.365277005,0.604113756,0.6725848,0.203201441,0.344981719,0
0.724829358,0.493739869,0.271872819,0.377319447,0.693737378,0.23385097,0.52530735,0.708383763,0.337018247,0.675985927,1
0.451273873,0.708322167,0.293828327,0.508564329,0.277323894,0.683998332,0.402881254,0.344617324,0.576018165,0.778855358,0
0.513358787,0.499742356,0.332590678,0.241809789,0.509603657,0.452347611,0.706658619,0.458193681,0.379273302,0.82452051,1
0.562369516,0.559257062,0.297693842,0.216313586,0.519629714,0.836088022,0.383496502,0.543782167,0.600740354,0.580805276,0
0.314655983,0.847960849,0.793705388,0.614557203,0.598785568,0.297090017,0.31646264,0.583501488,0.371743134,0.565636881,0
0.542740304,0.21066007,0.238958739,0.405117846,0.307335031,0.397394338,0.441410993,0.392629124,0.453183261,0.846704986,1
0.653315248,0.353403124,0.327567386,0.717398953,0.461110741,0.479160109,0.804891481,0.428372247,0.724049188,0.793350828,1
0.587864482,0.482198209,0.450273655,0.084262127,0.434778911,0.525305462,0.541107545,0.560518233,0.545081981,0.660555778,0
0.168895777,0.494040235,0.904964402,0.550157872,0.803532218,0.590787695,0.477684015,0.363499735,0.338945741,0.572421844,0
0.267297281,0.737964225,0.696920566,0.571141486,0.162048195,0.614879957,0.266092454,0.363194432,0.44314512,0.62043043,0
0.876090559,0.222147116,0.361182342,0.333451361,0.38677925,0.318433437,0.62004681,0.264704695,0.595400847,0.531200202,1
0.282056942,0.357241165,0.27983547,0.376544424,0.385863272,0.400404208,0.359133425,0.285916544,0.751403924,0.575306167,1
0.311159516,0.57353697,0.415031634,0.28097124,0.527020054,0.306767777,0.621092099,0.595099963,0.353850111,0.76753822,0
0.587273165,0.30058777,0.038379515,0.416427444,0.387887283,0.607697252,0.587279376,0.318709236,0.335389952,0.616676604,1
0.656212347,0.517938514,0.49389543,0.416386867,0.655755956,0.27378786,0.06876164,0.201634704,0.508652849,0.58356698,1
0.382287058,0.763901579,0.700204685,0.238250975,0.506385168,0.533003526,0.563445376,0.468881346,0.346875616,0.702498056,0
0.410278922,0.739497102,0.594614594,0.380279508,0.999120057,0.620762699,0.550996254,0.640716972,0.265443955,0.462899683,0
0.222170349,0.82834315,0.524218151,0.431261345,0.403872738,0.820364243,0.58392203,0.302799315,0.248086439,0.336993861,0
0.318475937,0.512513282,0.618292134,0.206736742,0.706578664,0.210029141,0.508451959,0.707694961,0.413743767,0.497827049,0
0.592812144,0.642541343,0.526780047,0.354019124,0.671555135,0.274356265,0.519706919,0.663765236,0.694118176,0.72122184,1
0.537439966,0.434221435,0.221395703,0.402567537,0.452673257,0.628294993,0.436575443,0.660599548,0.455726323,0.876261184,1
0.722484478,0.560007414,0.366638721,0.385675119,0.59124433,0.339678666,0.222033471,0.323609943,0.795794696,0.500049234,1
0.454944407,0.347308997,0.279980466,0.488484258,0.38413605,0.381339533,0.413248744,0.513019242,0.734973131,0.834295006,1
0.194160622,0.776011607,0.483530998,0.382496755,0.432241341,0.591369662,0.304224925,0.630869015,0.459715801,0.61611647,0
0.460864285,0.410661646,0.160597168,0.453142803,0.378612774,0.537126697,0.599883407,0.583751935,0.750386102,0.692356884,1
0.550095749,0.632098834,0.284019396,0.431052692,0.728740585,0.601933993,0.360023068,0.091488219,0.448898041,0.660503879,1
0.550331505,0.547829958,0.366983835,0.899607459,0.627140919,0.349367599,0.230702309,0.28550942,0.707676003,0.612694507,1
0.781128216,0.267558596,0.309514084,0.339524868,0.504822234,0.314954137,0.639709283,0.554596095,0.661907834,0.680265244,1
0.748046606,0.693577202,0.423733946,0.471303809,0.53260724,0.812779758,0.775915123,0.62627535,0.453189852,0.706250021,0
0.655893098,0.62031557,0.490163732,0.537593668,0.505346386,0.542076128,0.447979627,0.298661675,0.816696679,0.801817811,1
0.437436262,0.403071244,0.754630039,0.238489538,0.509946777,0.515383331,0.679359083,0.851181012,0.192465889,0.417729776,0
0.333610444,0.907970651,0.502552578,0.617752852,0.371433393,0.575299745,0.712538525,0.499150388,0.397942622,0.698897465,0
0.34229325,0.638097349,0.570986589,0.676500257,0.530797023,0.152051028,0.471833731,0.429127875,0.506595014,0.843692923,0
0.669916831,0.313355025,0.300817219,0.517647076,0.588923333,0.167397812,0.153725526,0.273399953,0.51139756,0.630337247,1
0.300652718,0.48979809,0.375017645,0.44917956,0.77311035,0.439845433,0.821055485,0.684475062,0.770525949,0.31684083,1
0.272582159,0.521790596,0.6684339,0.569117666,0.435288665,0.532150958,0.262018811,0.865578072,0.476774036,0.716527418,0
0.455613286,0.823569803,0.263913827,0.425048023,0.734768261,0.325123994,0.598897402,0.236608016,0.247445197,0.365096755,0
0.670784089,0.250520664,0.487355009,0.200492957,0.67750206,0.613014817,0.438086153,0.483637781,0.720660115,0.659182264,1
0.587631475,0.575750927,0.298289631,0.152795971,0.547301146,0.571424689,0.207751254,0.505409101,0.618155251,0.407233669,1
0.316331363,0.704068065,0.375356826,0.591485512,0.408973199,0.42367761,0.40960126,0.457771395,0.210940668,0.847725176,0
0.665090764,0.297506763,0.277668942,0.287289099,0.695433435,0.69375413,0.439116504,0.301310166,0.682771755,0.627640044,1
0.590836126,0.424099091,0.325718271,0.228573465,0.527573906,0.532451416,0.226555725,0.334721829,0.751041189,0.527012261,1
0.406991832,0.747765696,0.364224881,0.352518742,0.353191937,0.282521734,0.250126051,0.650388531,0.359338192,0.586440214,0
0.476758229,0.69346899,0.30325073,0.090103172,0.578425489,0.474863243,0.532807183,0.559972815,0.42039598,0.352643311,0
0.568797279,0.706424041,0.7957476,0.328887678,0.386503784,0.598823747,0.635122542,0.803929678,0.168563187,0.294670322,0
0.771560678,0.489600495,0.294822194,0.178560623,0.494318195,0.284743319,0.419485692,0.288294874,0.366664764,0.472567017,1
0.267495095,0.58015952,0.643434863,0.279992102,0.68433532,0.455871334,0.726341897,0.647087685,0.253614805,0.627392324,0
0.572905054,0.155077966,0.162999698,0.403707376,0.385047836,0.299594037,0.453786751,0.485019588,0.670933314,0.61279175,1
0.590072051,0.492066047,0.489839785,0.24245088,0.841177904,0.753811679,0.345795106,0.505992959,0.337844517,0.715836155,0
0.326159099,0.43133532,0.734992756,0.505001826,0.491016009,0.964895383,0.58585035,0.863917035,0.30510858,0.356738057,0
0.367293126,0.829059453,0.723950827,0.483133389,0.599237691,0.547164503,0.456114479,0.328228571,0.442719536,0.787102305,0
0.217268156,0.577462474,0.79844003,0.561134,0.273662607,0.625551416,0.704186422,0.683344441,0.132166302,0.431204941,0
0.363691899,0.52007017,0.582422101,0.284506654,0.542412389,0.56650255,0.354606321,0.632847385,0.013905125,0.611570913,0
0.791490587,0.639620583,0.468030146,0.31256008,0.944068149,0.617736476,0.512971926,0.227929662,0.459244213,0.41744741,1
0.377224871,0.681384622,0.619437426,0.353157081,0.860389788,0.290268062,0.222009493,0.592064687,0.374600372,0.54520409,0
0.662454352,0.560175124,0.23018911,0.328479484,0.705785885,0.618146306,0.291647008,0.675677653,0.737471061,0.340283956,1
0.790076905,0.296648105,0.412832818,0.315089339,0.533458698,0.202795218,0.373153799,0.557074422,0.593157067,0.690252383,1
0.688727399,0.496159499,0.231265718,0.101513309,0.661323214,0.586506953,0.50864539,0.447292444,0.470350697,0.39818797,1
0.497791369,0.619793971,0.487720858,0.386791108,0.492513006,0.611187756,0.563104946,0.479691692,0.48600101,0.976966373,0
0.587016578,0.140692163,0.173171963,0.411233606,0.493792725,0.192683244,0.483972131,0.461416384,0.473226339,0.669992874,1
0.475934602,0.232965413,0.471883531,0.425602328,0.416487274,0.51239434,0.506699666,0,0.765705246,0.486134779,1
0.187539683,0.430605945,0.328113302,0.442803071,0.80510313,0.722738573,0.742448065,0.656531681,0.233490709,0.451031623,0
0.373747348,0.671411673,0.409858385,0.324454154,0.771800329,0.553987351,0.857474231,0.574804775,0.198960564,0.467014648,0
0.245032895,0.494409523,0.323524745,0.469850246,0.535470457,0.485072402,0.719124143,0.673234226,0.576509911,0.780016591,0
0.254959152,0.596933519,0.597453756,0.175061388,0.589367559,0.400624457,0.358404332,0.60300899,0.665251575,0.377075403,0
0.174543537,0.421829396,0.500041087,0.354005444,0.503198104,0.457491848,0.472312407,0.838889867,0.390014632,0.664330628,0
0.484810358,0.262099836,0.602071652,0.122452872,0.651992695,0.39985775,0.457288896,0.612012201,0.627089269,0.600079396,0
0.374164597,0.578820858,0.302892443,0.37873093,0.464251938,0.779838243,0.506616794,0.585137167,0.846701851,0.44230922,0
0.517339722,0.121998972,0.566227887,0.373885619,0.728284639,0.858458357,0.70201461,0.641958678,0.405177257,0.697686239,0
0.825581975,0.239819419,0.377335094,0.332744,0.567448594,0.209486527,0.494063017,0.471833621,0.673581165,0.597155155,1
0.444538794,0.621317518,0.359195399,0.546099305,0.169233013,0.610645878,0.376640296,0.898923042,0.558155873,0.542491463,0
0.645930697,0.731793579,0.431986784,0.442460892,0.351074096,0.399339911,0.308869549,0.896242174,0.339150745,0.548860282,0
0.667457858,0.365573327,0.371332553,0.252495927,0.465198095,0.236494903,0.242326155,0.469435449,0.713439814,0.516850953,1
0.791419195,0.506379236,0.406598178,0.388021453,0.543265354,0.616552803,0.851496861,0.369090525,0.614483757,0.71072407,1
0.333156996,0.89791788,0.732999155,0.700637863,0.6318681,0.433339542,0.317863249,0.416113054,0.554039791,0.594980119,0
0.343751246,0.637593198,0.437919456,0.542503142,0.495446097,0.607300908,0.877802794,0.653238214,0.51666688,0.774382966,0
0.615479097,0.138336538,0.076244724,0.358819186,0.366226222,0.560564663,0.414862176,0.441833086,0.613508901,0.468743454,1
0.501422687,0.666709087,0.334816776,0.522170499,0.507317739,0.556462738,0.654973657,0.939842507,0.266900909,0.606573226,0
0.641805475,0.546082036,0.492142082,0.286517067,0.262867406,0.517689276,0.507744505,0.26769269,0.777225352,0.62070959,1
0.545053716,0.542904259,0.467155436,0.040229431,0.572544929,0.352335465,0.530928127,0.52792373,0.454649526,0.51021527,1
0.498748947,0.256338151,0.552816902,0.516688687,0.889622969,0.572408839,0.635967909,0.95087978,0.384004357,0.576533381,0
0.632439852,0.595751889,0.558629145,0.110327007,0.411400193,0.517253053,0.562581636,0.482718501,0.261763282,0.653074359,0
0.667223948,0.631372559,0.2766852,0.405939595,0.462283775,0.295297403,0.254273983,0.533700962,0.260678531,0.728424737,1
0.371159155,0.346158985,0.639506759,0.419328556,0.9310377,0.609291992,0.553260286,0.815390836,0.16724681,0.517619156,0
0.175791374,0.541455738,0.549818922,0.394263934,0.544484063,0.159298481,0.420040978,0.800276518,0.428021013,0.426241539,0
0.61189498,0.594209275,0.267620434,0.295247531,0.661428919,0.070848308,0.592632944,0.481918195,0.475407817,0.432644931,1
0.693126075,0.366156301,0.515478883,0.595288638,0.765814472,0.338533139,0.338780118,0.515313566,0.896148589,0.614904795,1
0.367039899,0.486219085,0.482934929,0.36264235,0.861862985,0.538305711,0.113883785,0.515086188,0.326464865,0.673227109,0
0.440599924,0.368295573,0.536646121,0.414847758,0.790247093,0.283443744,0.922372963,0.70451025,0.352122111,0.589755776,0
0.564034655,0.405356918,0.448930939,0.211021194,0.247655433,0.26496764,0.169832881,0.493062741,0.646388546,0.279344208,1
0.371104869,0.30196286,0.579082573,0.395853568,0.586137647,0.48377322,0.547557738,0.153756113,0.89321185,0.452188442,1
0.229675373,0.431595149,0.53689852,0.650119258,0.545034854,0.59019126,0.321830448,0.908528793,0.234045543,0.643280209,0
0.308803092,0.187868629,0.60667425,0.454798775,0.681917272,0.392259904,0.35674065,0.426194302,0.228733131,0.857912629,0
